model_family,model_name,parameters_json,evaluation_users,precision_at_5,precision_at_10,recall_at_5,recall_at_10,hit_rate_at_5,hit_rate_at_10,ndcg_at_5,ndcg_at_10,mrr,map_at_10,median_positive_rank,mean_positive_rank,catalog_coverage_at_10,novelty_at_10,intra_list_diversity_at_10,average_recommended_popularity_at_10,long_tail_share_at_10
secondary_tfidf_content,tfidf_ngram_1_1_topic_2_language_1,"{""historically_time_safe"": false, ""language_repeat"": 1, ""metadata_snapshot"": ""2026-06-13"", ""ngram_range"": [1, 1], ""topic_repeat"": 2, ""vocabulary_size"": 1862}",24968,0.018655879525793014,0.015960429349567446,0.09327939762896507,0.15960429349567445,0.09327939762896507,0.15960429349567445,0.06043868580654897,0.08153640973158272,0.0802509748523026,0.058214562258738806,43.0,52.64927106696572,,,,,
secondary_static_content_hybrid,static_content_hybrid_content_0.10,"{""content_model"": ""tfidf_ngram_1_1_topic_2_language_1"", ""content_weight"": 0.1, ""historically_time_safe"": false, ""metadata_snapshot"": ""2026-06-13"", ""normalization"": ""candidate_rank"", ""primary_weight"": 0.9}",24968,0.03681512335789811,0.029581864786927266,0.18407561678949055,0.29581864786927264,0.18407561678949055,0.29581864786927264,0.11852976010040987,0.1544845348255862,0.13342943423340936,0.11186847736531332,26.0,40.81908843319449,,,,,
secondary_cutoff_aligned_forecast_reranker,forecast_reranker_weight_0.00,"{""forecast_artifact_version"": ""forecasting_pretest_v1"", ""forecast_signal"": ""within-user rank of latest cutoff-available frozen four-week forecast"", ""forecast_weight"": 0.0, ""historically_time_safe"": true, ""missing_signal_value"": 0.5}",24968,0.03703140019224607,0.0300184235821852,0.18515700096123036,0.300184235821852,0.18515700096123036,0.300184235821852,0.12088946992933329,0.15786606382228063,0.13594724783395976,0.11507919025241199,26.0,41.279718039090035,,,,,
