repo_id_left,repo_name_left,repo_id_right,repo_name_right,cooccurrence_count
67274736,ElemeFE/element,70107786,vercel/next.js,40
75104123,prettier/prettier,79162682,laurent22/joplin,40
75104123,prettier/prettier,103633984,goldbergyoni/nodebestpractices,40
221981891,microsoft/playwright,274495425,remotion-dev/remotion,40
599320067,langflow-ai/langflow,599547518,vllm-project/vllm,40
599547518,vllm-project/vllm,621803253,FlowiseAI/Flowise,40
1048065319,thedotmack/claude-mem,1106996539,nextlevelbuilder/ui-ux-pro-max-skill,40
576201,mrdoob/three.js,9384267,electron/electron,39
5625464,pyenv/pyenv,20929025,microsoft/TypeScript,39
6498492,airbnb/javascript,22670857,enaqx/awesome-react,39
9384267,electron/electron,70107786,vercel/next.js,39
9852918,TryGhost/Ghost,20929025,microsoft/TypeScript,39
9852918,TryGhost/Ghost,70107786,vercel/next.js,39
11730342,vuejs/vue,12888993,home-assistant/core,39
12256376,ionic-team/ionic-framework,39464018,apache/superset,39
14098069,justjavac/free-programming-books-zh_CN,21289110,vinta/awesome-python,39
21289110,vinta/awesome-python,27193779,nodejs/node,39
22670857,enaqx/awesome-react,33884891,apache/airflow,39
23083156,mui/material-ui,63537249,react/create-react-app,39
33884891,apache/airflow,35866694,RocketChat/Rocket.Chat,39
39464018,apache/superset,75104123,prettier/prettier,39
54173593,storybookjs/storybook,103633984,goldbergyoni/nodebestpractices,39
61893399,brillout/awesome-react-components,207645083,TanStack/query,39
65750241,expo/expo,80945428,nestjs/nest,39
70107786,vercel/next.js,103633984,goldbergyoni/nodebestpractices,39
74791366,ryanmcdermott/clean-code-javascript,110058856,LeCoupa/awesome-cheatsheets,39
74791366,ryanmcdermott/clean-code-javascript,133442384,denoland/deno,39
83222441,donnemartin/system-design-primer,88011908,practical-tutorials/project-based-learning,39
88011908,practical-tutorials/project-based-learning,107111421,thedaviddias/Front-End-Checklist,39
88011908,practical-tutorials/project-based-learning,160919119,fastapi/fastapi,39
274495425,remotion-dev/remotion,365739812,tldraw/tldraw,39
560704231,run-llama/llama_index,589831718,Comfy-Org/ComfyUI,39
560704231,run-llama/llama_index,621803253,FlowiseAI/Flowise,39
579082810,dair-ai/Prompt-Engineering-Guide,599547518,vllm-project/vllm,39
599320067,langflow-ai/langflow,612344730,ChatGPTNextWeb/NextChat,39
931135,Leaflet/Leaflet,14440270,getify/You-Dont-Know-JS,38
931135,Leaflet/Leaflet,22670857,enaqx/awesome-react,38
5625464,pyenv/pyenv,12256376,ionic-team/ionic-framework,38
7741856,pixijs/pixijs,26066727,mermaid-js/mermaid,38
7741856,pixijs/pixijs,35866694,RocketChat/Rocket.Chat,38
9852918,TryGhost/Ghost,23088740,axios/axios,38
10270250,react/react,23088740,axios/axios,38
10744183,netdata/netdata,27193779,nodejs/node,38
10744183,netdata/netdata,65600975,pytorch/pytorch,38
26066727,mermaid-js/mermaid,62367558,vercel/hyper,38
33614304,nvbn/thefuck,39464018,apache/superset,38
35866694,RocketChat/Rocket.Chat,70107786,vercel/next.js,38
58028038,521xueweihan/HelloGitHub,67274736,ElemeFE/element,38
61893399,brillout/awesome-react-components,80945428,nestjs/nest,38
61893399,brillout/awesome-react-components,126577260,trekhleb/javascript-algorithms,38
62367558,vercel/hyper,133442384,denoland/deno,38
