user_id,train_history_count,candidate_count_validation
303966,1,144
304265,1,144
304498,1,144
305268,1,144
305339,1,144
305404,1,144
305688,1,144
306524,1,144
306541,1,144
307008,1,144
307427,1,144
308142,1,144
308430,1,144
309689,1,144
310199,1,144
310350,1,144
310443,1,144
310866,1,144
311155,1,144
313476,1,144
314215,1,144
315297,1,144
315656,1,144
318511,1,144
318650,1,144
320505,1,144
321090,1,144
321291,1,144
321368,1,144
323695,1,144
323734,1,144
323891,1,144
324371,1,144
324440,1,144
324931,1,144
325137,1,144
325322,1,144
325821,1,144
326469,1,144
326831,1,144
326951,1,144
327019,1,144
327202,1,144
327734,1,144
328097,1,144
328300,1,144
328654,1,144
328891,1,144
330715,1,144
330946,1,144
332202,1,144
332359,1,144
334085,1,144
334435,1,144
334457,1,144
334530,1,144
334996,1,144
336427,1,144
337125,1,144
337806,1,144
339183,1,144
339420,1,144
339547,1,144
340262,1,144
340520,1,144
341680,1,144
343072,1,144
343895,1,144
344208,1,144
345925,1,144
345998,1,144
346079,1,144
346311,1,144
347361,1,144
347807,1,144
347915,1,144
348342,1,144
348362,1,144
349215,1,144
349682,1,144
350034,1,144
350177,1,144
351568,1,144
351856,1,144
352100,1,144
352454,1,144
352603,1,144
352722,1,144
353158,1,144
353563,1,144
353692,1,144
353909,1,144
354163,1,144
354181,1,144
354604,1,144
354809,1,144
357283,1,144
357480,1,144
357937,1,144
358972,1,144
360661,1,144
362261,1,144
362590,1,144
363129,1,144
364094,1,144
365334,1,144
366545,1,144
366688,1,144
366692,1,144
367368,1,144
367517,1,144
367994,1,144
368247,1,144
368316,1,144
368660,1,144
369170,1,144
370010,1,144
370161,1,144
370249,1,144
370420,1,144
371114,1,144
371360,1,144
371796,1,144
371844,1,144
372027,1,144
372518,1,144
372910,1,144
374390,1,144
374618,1,144
375116,1,144
376333,1,144
376661,1,144
376767,1,144
376873,1,144
377137,1,144
377205,1,144
377712,1,144
378397,1,144
378699,1,144
378969,1,144
379351,1,144
379985,1,144
380033,1,144
380951,1,144
381258,1,144
381715,1,144
381860,1,144
382660,1,144
383353,1,144
384332,1,144
384498,1,144
384546,1,144
385726,1,144
386234,1,144
386250,1,144
387742,1,144
390964,1,144
392683,1,144
393558,1,144
393782,1,144
393817,1,144
395031,1,144
396570,1,144
398331,1,144
399433,1,144
399469,1,144
399657,1,144
400296,1,144
400641,1,144
401304,1,144
401962,1,144
403872,1,144
404168,1,144
404737,1,144
405000,1,144
407708,1,144
407837,1,144
407934,1,144
408959,1,144
409333,1,144
409490,1,144
410057,1,144
410447,1,144
410625,1,144
410839,1,144
411384,1,144
412061,1,144
412632,1,144
413879,1,144
413886,1,144
414141,1,144
414158,1,144
414888,1,144
415021,1,144
416018,1,144
417632,1,144
418800,1,144
419048,1,144
419875,1,144
419920,1,144
419933,1,144
420541,1,144
420807,1,144
420942,1,144
421660,1,144
422155,1,144
422168,1,144
422175,1,144
422644,1,144
423149,1,144
423683,1,144
424411,1,144
424903,1,144
425310,1,144
426007,1,144
426143,1,144
427322,1,144
427919,1,144
430267,1,144
430445,1,144
431350,1,144
431696,1,144
431892,1,144
432379,1,144
433111,1,144
433637,1,144
434149,1,144
434593,1,144
435233,1,144
437042,1,144
437388,1,144
437915,1,144
438482,1,144
438502,1,144
438848,1,144
438944,1,144
439945,1,144
440052,1,144
440812,1,144
441850,1,144
441980,1,144
442111,1,144
442814,1,144
442932,1,144
443063,1,144
444629,1,144
444635,1,144
444814,1,144
444911,1,144
444935,1,144
445341,1,144
445638,1,144
445937,1,144
446062,1,144
446712,1,144
446928,1,144
447120,1,144
447419,1,144
447588,1,144
448208,1,144
448872,1,144
448931,1,144
449205,1,144
449563,1,144
449955,1,144
450186,1,144
450559,1,144
451045,1,144
451153,1,144
451538,1,144
452425,1,144
452518,1,144
452664,1,144
454095,1,144
455355,1,144
455684,1,144
456185,1,144
456838,1,144
457349,1,144
457527,1,144
457542,1,144
458311,1,144
458781,1,144
459008,1,144
459216,1,144
459505,1,144
459813,1,144
459945,1,144
461059,1,144
461293,1,144
461490,1,144
461669,1,144
461927,1,144
462020,1,144
463136,1,144
463344,1,144
463577,1,144
463661,1,144
464251,1,144
466648,1,144
466830,1,144
467009,1,144
467251,1,144
468037,1,144
468479,1,144
468559,1,144
469696,1,144
470918,1,144
470938,1,144
471035,1,144
471278,1,144
472311,1,144
473708,1,144
473888,1,144
474225,1,144
474347,1,144
474780,1,144
474838,1,144
475578,1,144
476757,1,144
477917,1,144
478237,1,144
478757,1,144
479088,1,144
479169,1,144
479260,1,144
479622,1,144
479816,1,144
479915,1,144
479917,1,144
481216,1,144
482377,1,144
482690,1,144
483657,1,144
483829,1,144
484656,1,144
485054,1,144
486142,1,144
486340,1,144
487237,1,144
487331,1,144
487379,1,144
487539,1,144
488265,1,144
489001,1,144
489986,1,144
490380,1,144
491247,1,144
491428,1,144
491544,1,144
491565,1,144
491718,1,144
492946,1,144
494354,1,144
494686,1,144
495831,1,144
495892,1,144
496577,1,144
496987,1,144
498190,1,144
498274,1,144
498635,1,144
499057,1,144
499260,1,144
501238,1,144
501740,1,144
501861,1,144
502914,1,144
503380,1,144
503405,1,144
503676,1,144
504804,1,144
505485,1,144
505699,1,144
506160,1,144
506234,1,144
507047,1,144
507464,1,144
507728,1,144
508218,1,144
508414,1,144
509078,1,144
509350,1,144
510045,1,144
510085,1,144
510807,1,144
511030,1,144
511278,1,144
512415,1,144
512416,1,144
513361,1,144
514720,1,144
514812,1,144
515296,1,144
515926,1,144
516291,1,144
517727,1,144
518143,1,144
518652,1,144
519733,1,144
520827,1,144
521109,1,144
521341,1,144
525039,1,144
525426,1,144
525506,1,144
526453,1,144
526707,1,144
528304,1,144
528448,1,144
528893,1,144
528972,1,144
529021,1,144
530018,1,144
533180,1,144
533928,1,144
534177,1,144
534611,1,144
535282,1,144
535794,1,144
537189,1,144
537587,1,144
537657,1,144
537838,1,144
538584,1,144
538610,1,144
539238,1,144
539320,1,144
539546,1,144
541540,1,144
542013,1,144
542070,1,144
542092,1,144
542246,1,144
542322,1,144
542365,1,144
542968,1,144
543530,1,144
543633,1,144
544262,1,144
544442,1,144
544954,1,144
545212,1,144
545768,1,144
546440,1,144
547815,1,144
548549,1,144
549700,1,144
550328,1,144
551329,1,144
552509,1,144
552827,1,144
552961,1,144
553376,1,144
554159,1,144
555859,1,144
556770,1,144
558430,1,144
559002,1,144
559179,1,144
559434,1,144
562626,1,144
563086,1,144
563469,1,144
563996,1,144
564279,1,144
565726,1,144
566183,1,144
567771,1,144
569014,1,144
571316,1,144
571411,1,144
571745,1,144
572794,1,144
573320,1,144
574168,1,144
574185,1,144
575012,1,144
575570,1,144
575885,1,144
576054,1,144
576068,1,144
576299,1,144
577143,1,144
579126,1,144
579297,1,144
579895,1,144
579928,1,144
580275,1,144
580472,1,144
580776,1,144
582314,1,144
582473,1,144
582621,1,144
583162,1,144
583204,1,144
583593,1,144
583598,1,144
584378,1,144
585191,1,144
585662,1,144
585833,1,144
585865,1,144
586064,1,144
587213,1,144
587925,1,144
588205,1,144
588744,1,144
589490,1,144
589491,1,144
589533,1,144
589911,1,144
590222,1,144
590517,1,144
590678,1,144
590754,1,144
590904,1,144
591424,1,144
591804,1,144
592637,1,144
594848,1,144
595663,1,144
596220,1,144
597030,1,144
598405,1,144
599991,1,144
600720,1,144
602300,1,144
602954,1,144
603475,1,144
605003,1,144
605989,1,144
607252,1,144
608229,1,144
608610,1,144
610869,1,144
611216,1,144
612703,1,144
612826,1,144
613647,1,144
614167,1,144
614588,1,144
614768,1,144
614777,1,144
615042,1,144
615339,1,144
615548,1,144
616274,1,144
616707,1,144
616767,1,144
617369,1,144
617443,1,144
618054,1,144
618857,1,144
619557,1,144
619982,1,144
621140,1,144
621376,1,144
621942,1,144
622187,1,144
622509,1,144
622621,1,144
623510,1,144
623525,1,144
623766,1,144
623771,1,144
624150,1,144
624418,1,144
624517,1,144
625152,1,144
625201,1,144
626005,1,144
626069,1,144
626347,1,144
627197,1,144
627533,1,144
