candidate_id,family,mode,model_kind,feature_set,parameters,fold,rmsle,mae,rmse,smape,forecast_bias
47,additive_residual_extra_trees,additive_residual,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.5055118150311461,40.92789467383764,57.87062617761186,0.4101662868283808,-30.89485343887886
47,additive_residual_extra_trees,additive_residual,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.4854857641996136,34.450254219695786,48.2034280551475,0.3820538382626658,-22.99006939570216
48,log_residual_extra_trees,log_residual,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.6781776099108736,48.4113748628826,74.33384892454765,0.47607457046790636,-39.52446241270238
48,log_residual_extra_trees,log_residual,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.5319097315824416,43.91670590821271,62.26919536147115,0.4244626598974597,-37.39714997158575
48,log_residual_extra_trees,log_residual,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.5051102109391473,36.21370920325259,51.18089243560479,0.39037273158595925,-29.450464728654847
49,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.7285318826539751,50.59780112251251,81.86648405678758,0.4444832143418049,-21.201541343584434
49,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.4690386032273013,37.29079463480209,52.61034164177192,0.36244160106987383,-21.139098772797603
49,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.42824141071360594,25.07930665797561,34.03131840084595,0.3017317857390168,-10.641048644167654
50,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.4, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.6869285821559521,47.510957740763324,76.77127829892017,0.44505959719470395,-24.690961475047676
50,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.4, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.4459161410228451,36.46466191353807,52.96855765932888,0.3587445159157557,-23.293349060746724
50,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.4, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.4100082035242096,26.07965140061771,35.362239174032375,0.31342372722995077,-13.569976076214111
51,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.6, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.6590835900061792,45.03111884670357,73.09339287179239,0.44528188263660695,-28.18038160651091
51,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.6, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.4467706004783583,37.69219214076762,54.20509645567826,0.36826907521175706,-25.44759934869585
51,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.6, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.41440000734083005,28.995997827506425,38.38147519925203,0.3366903796505628,-16.49890350826055
52,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.8, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.6440237608343384,44.930489757064336,71.05326130023923,0.45726095929400895,-31.669801737974137
52,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.8, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.4649430287218933,39.41282184425582,56.26207596101632,0.38519368759212025,-27.601849636644964
52,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.8, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.43703000011210347,32.00981528516008,42.73265343162933,0.36079472054721423,-19.427830940307004
53,direct_extra_trees,direct,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.6148465721545077,45.14540185389502,70.36708476226211,0.4604429952125903,-35.29968290014887
53,direct_extra_trees,direct,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",2,0.49048693840714497,41.563007668829684,59.47722672356099,0.4066373305635917,-29.95063911317967
53,direct_extra_trees,direct,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",3,0.48517214949872767,36.0900935619226,49.82014689623286,0.39137559115857345,-23.382797833178696
54,additive_residual_extra_trees,additive_residual,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.658162480730459,52.20641195618166,78.50152892821171,0.5054812328519267,-31.277195960379764
54,additive_residual_extra_trees,additive_residual,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",2,0.5077729765634234,41.32347571970813,58.22699315531365,0.4160678342319951,-31.566027604758595
54,additive_residual_extra_trees,additive_residual,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",3,0.4810210510726916,32.591719403246486,44.627487983404215,0.37013175375249874,-22.584052941536587
55,log_residual_extra_trees,log_residual,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.6882042904899778,50.083112291134505,76.47010139498106,0.4819707726856017,-38.61087714361794
55,log_residual_extra_trees,log_residual,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",2,0.5257931382703953,43.70380907319828,61.296671118166806,0.42325810149505316,-36.66924776526949
55,log_residual_extra_trees,log_residual,extra_trees,full,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",3,0.49358904923189395,34.85434809645712,47.65614071317165,0.3810891921887734,-28.021470361013858
56,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.7235455939790241,50.50072438133993,81.71216062000477,0.44374255219251385,-21.22963354972674
56,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",2,0.47039957546788513,37.346735424568486,52.728396647584205,0.361486857442574,-21.178006610514718
56,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",3,0.432770808264411,25.307436351024727,34.33886878124103,0.3071648781064385,-10.846256536332708
57,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.4, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.6755635783420931,47.21685946682933,76.48500722603092,0.4374524943177933,-24.74714588733228
57,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.4, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",2,0.4459887971757906,36.545962054888044,53.19154421024688,0.3577732084236666,-23.37116473618096
57,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.4, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",3,0.4167493387713576,26.54858359000185,36.045834343232556,0.3146289650427478,-13.980391860544206
58,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.6, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.641092945417132,44.77804955600873,72.71009292766607,0.4367340094276788,-28.264658224937808
58,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.6, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",2,0.44471475180391207,37.92173301896347,54.51515395345921,0.3695516115781332,-25.5643228618472
58,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.6, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",3,0.4222849021589701,29.63587431897175,39.45248343943732,0.33877185186590264,-17.114527184755705
59,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.8, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.6199130131535937,44.78615040925197,70.62068424152348,0.44919319687878173,-31.782170562543342
59,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.8, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",2,0.4607972282981735,39.71887634851694,56.63893288473135,0.3876899483289154,-27.757480987513432
59,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.8, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",3,0.4458741886709158,32.86298394044718,44.16725865721381,0.3645002340530254,-20.248662508967197
60,direct_extra_trees,direct,extra_trees,full,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",1,0.6913613322845243,49.63355509969886,74.72541871509267,0.5163804236282398,-38.59690733006823
60,direct_extra_trees,direct,extra_trees,full,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",2,0.6404648078054609,48.489351825855806,66.51998051354241,0.5028896491350857,-35.44534349406862
60,direct_extra_trees,direct,extra_trees,full,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",3,0.606293372677116,42.70429413532411,57.56059586225543,0.4661819363209096,-29.787890339899253
61,additive_residual_extra_trees,additive_residual,extra_trees,full,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",1,0.6542043945284839,48.76870284735381,78.90104789367257,0.46697260348342234,-25.15899567667842
61,additive_residual_extra_trees,additive_residual,extra_trees,full,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",2,0.4915077202719471,39.382701716349644,53.76031116646421,0.4121620782677687,-26.34172731957358
61,additive_residual_extra_trees,additive_residual,extra_trees,full,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",3,0.4428308780726034,29.273557114246156,38.84590984658431,0.3411868093291432,-17.47499536742926
62,log_residual_extra_trees,log_residual,extra_trees,full,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",1,0.6893736472763217,46.95312224630045,76.14728152267755,0.4355581069588866,-31.75200780611074
62,log_residual_extra_trees,log_residual,extra_trees,full,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",2,0.4917043386556173,40.87586570471559,56.03712764627232,0.39921409928302515,-30.80805420094342
62,log_residual_extra_trees,log_residual,extra_trees,full,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",3,0.45667344319820047,30.704964209206185,41.54922142619844,0.3408588552900001,-22.006992282888017
63,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.2, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",1,0.7139803775717058,50.53515984078092,81.88910950356419,0.4553620582494427,-21.889078435710612
63,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.2, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",2,0.4868654397722283,38.49422488130865,53.62713916643247,0.39485753858336314,-22.276947486692507
63,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.2, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",3,0.41885553237827383,25.203025963730024,35.04696087691668,0.30655853799935734,-12.127275037676817
64,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.4, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",1,0.6775105441691907,47.435448771990444,77.17911687712265,0.46004719922069043,-26.06603565930002
64,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.4, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",2,0.49757667757505564,39.46129356895026,55.33042986979847,0.4157708243278119,-25.569046488536536
64,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.4, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",3,0.4289680052891322,28.14519503292726,38.159101479523706,0.33297636120077373,-16.542428863232434
65,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.6, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",1,0.6634963714370832,46.457376843375876,74.29596006484944,0.4707858157477569,-30.242992882889418
65,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.6, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",2,0.532406880377407,42.19951611100113,58.150593861409824,0.4416125425066161,-28.861145490380565
65,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.6, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",3,0.4710437517589726,32.60224482010288,43.35375801029291,0.37238628819385333,-20.957582688788037
66,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.8, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",1,0.667573685932525,47.44958032341006,73.4550682755258,0.4904593294534887,-34.419950106478815
66,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.8, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",2,0.5811914210935727,45.29754206674526,61.93525123667265,0.4717619820357577,-32.153244492224594
66,blend_direct_extra_trees,blend_direct,extra_trees,full,"{""blend_weight"": 0.8, ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",3,0.5314694405073476,37.3130941035715,49.985831896443145,0.4149077496979588,-25.372736514343647
67,direct_extra_trees,direct,extra_trees,recent_only,"{""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",1,0.6399019442916687,45.654746981278464,72.34217429490003,0.46672255540721025,-32.79667611289116
67,direct_extra_trees,direct,extra_trees,recent_only,"{""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",2,0.4961233792803699,42.13855560021757,57.644204114500106,0.4249795586311493,-26.523568862743385
67,direct_extra_trees,direct,extra_trees,recent_only,"{""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",3,0.46265253246136856,34.3142789624799,46.388235090545315,0.38411187896361115,-20.136714979362242
68,additive_residual_extra_trees,additive_residual,extra_trees,recent_only,"{""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",1,0.6498134359037294,48.85362902076279,74.47775173013551,0.4829933040965125,-29.139723409642375
68,additive_residual_extra_trees,additive_residual,extra_trees,recent_only,"{""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",2,0.4749338659974209,39.33664093111097,54.03122682626808,0.4064252160477633,-26.86485304587953
68,additive_residual_extra_trees,additive_residual,extra_trees,recent_only,"{""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",3,0.4573479797566869,33.40261622885279,45.63985747079424,0.37347246960527797,-19.40470742844055
69,log_residual_extra_trees,log_residual,extra_trees,recent_only,"{""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",1,0.6981906247986391,47.606070712450226,75.85796814788905,0.4569692445318514,-37.752279613334174
69,log_residual_extra_trees,log_residual,extra_trees,recent_only,"{""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",2,0.5012461915694163,42.31668226779553,59.208311115317066,0.41010666540978935,-33.69344543250626
69,log_residual_extra_trees,log_residual,extra_trees,recent_only,"{""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",3,0.4803960712464743,34.91784802349851,50.15532617788694,0.36629169715016646,-27.27472055963328
70,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.2, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",1,0.7301126641528535,50.95866819275359,82.45167550756992,0.4464665987636536,-20.729032192275195
70,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.2, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",2,0.47693284360803656,37.468891050798746,52.6424048810551,0.366941415725532,-20.492592560427457
70,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.2, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",3,0.4281619281447506,25.207509329387964,34.00113132999156,0.3005404942764087,-10.197039965569417
71,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.4, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",1,0.6885974493380719,48.1624093320658,77.84757599288275,0.445191141369204,-23.745943172429193
71,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.4, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",2,0.45552423845208817,36.60814295192979,52.860951754120194,0.36573448656444274,-22.00033663600644
71,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.4, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",3,0.40831497761639396,25.7912616394054,35.095054339909154,0.3067199086033026,-12.681958719017626
72,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.6, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",1,0.6600723688985608,45.68227135608211,74.52126598432392,0.4446029989675829,-26.76285415258318
72,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.6, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",2,0.45487033672886146,38.125557602554785,53.79502401992017,0.3812814084184772,-23.50808071158542
72,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.6, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",3,0.4100643436327406,28.361134883350516,37.72033110633024,0.3309577782483865,-15.166877472465831
73,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.8, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",1,0.6434958131022612,45.29652485775005,72.64847405019393,0.45526573259482883,-29.779765132737165
73,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.8, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",2,0.469595794698861,40.13205660138619,55.408446635129835,0.40331826099239054,-25.0158247871644
73,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.8, ""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 5}",3,0.4292287909166568,31.3271807457415,41.58796160752965,0.35756071095588793,-17.65179622591404
74,direct_extra_trees,direct,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.6442029790693494,44.87810009547131,71.72945896581906,0.46249618576455415,-32.190538545268424
74,direct_extra_trees,direct,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.4669980627463885,40.02976500735631,56.26623607426143,0.3971443997860375,-25.426283419085248
74,direct_extra_trees,direct,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.46473228758852764,34.273690680645636,46.12958326713212,0.3872461489384316,-18.05712479374351
75,additive_residual_extra_trees,additive_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.663301759319438,50.36617117646355,76.85005968338956,0.48972726181604626,-29.101349366192935
75,additive_residual_extra_trees,additive_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.4573381771769858,39.31774496520132,55.712285195261906,0.3897937511893503,-28.033254382645453
75,additive_residual_extra_trees,additive_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.4633522796549191,33.69025664627025,46.25065630827813,0.3791944253346161,-19.764677202969178
76,log_residual_extra_trees,log_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.7064222825978858,48.79412739974677,76.95574591338719,0.47423102736246553,-38.67747931836297
76,log_residual_extra_trees,log_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.5048084834394947,42.384530133210575,61.004900094477584,0.40558639304476896,-35.38210109041949
76,log_residual_extra_trees,log_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.4778021088886235,35.05083017132006,49.526543351619374,0.3743378143163582,-26.77705659288409
77,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.7319978097056603,50.796997007046116,82.28653598005353,0.4441123919425127,-20.607804678750647
77,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.47294385664571353,37.164895597233574,52.41975280772495,0.3603393585938233,-20.273135471695834
77,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.4344444555411008,25.118641812756074,33.847218226066744,0.2991039083659153,-9.781121928445668
78,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.4, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.6918504911255754,47.920153514281495,77.52812658987547,0.44611258633762135,-23.503488145380093
78,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.4, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.44542127840843965,35.8689865554124,52.37838547427307,0.35274761998963206,-21.5614224585432
78,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.4, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.416276761612965,25.933657857725787,34.836844342807666,0.30988735928237626,-11.85012264477013
79,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.6, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.6641019973108068,45.12188746202788,74.0684104651743,0.44338537459654714,-26.39917161200953
79,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.6, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.43808383956130387,36.86028324683803,53.025717012011995,0.36298821388376895,-22.84970944539055
79,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.6, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.417123225687771,28.574729210831105,37.41631038640414,0.33545297007363084,-13.919123361094591
80,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.8, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",1,0.6477861258060235,44.67520734910432,72.09459794257816,0.45289993945096524,-29.294855078638978
80,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.8, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",2,0.4463749073313401,38.44502412709717,54.33713908242045,0.3801702545203966,-24.137996432237898
80,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.8, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 10}",3,0.4340508187542738,31.29471012027409,41.28871345952979,0.36047131304376434,-15.988124077419052
81,direct_extra_trees,direct,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.6348233452117824,45.97485353991695,72.12994531757175,0.4691452017536138,-33.890470244079864
81,direct_extra_trees,direct,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",2,0.5044539679022254,42.6038137885477,59.972061439403994,0.42679457388656933,-28.707829019689473
81,direct_extra_trees,direct,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",3,0.48324343268341313,36.58640458997811,49.68549651180121,0.4045267554376133,-21.519894835020853
82,additive_residual_extra_trees,additive_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.675528623534744,51.979005512044225,79.95952418591774,0.4983792869032946,-28.554814377426375
82,additive_residual_extra_trees,additive_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",2,0.4787684337389375,40.82097956005567,57.13896182950319,0.4112056595453693,-29.15716645663125
82,additive_residual_extra_trees,additive_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",3,0.4425687708588636,31.53315988556394,42.878577382993605,0.360459174657289,-19.49482346629786
83,log_residual_extra_trees,log_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.7131927067336601,50.31826417075491,78.42039983788975,0.478893639970811,-37.1409168180631
83,log_residual_extra_trees,log_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",2,0.5068364175360499,42.87852637636044,60.164139845343406,0.41625656626949864,-35.22091690753794
83,log_residual_extra_trees,log_residual,extra_trees,recent_only,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",3,0.46248631400364143,33.20038396847688,45.73289764809339,0.3604713386552725,-25.53637497298007
84,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.7275121837094717,50.6523637990764,82.01886816460072,0.4451395235719634,-20.947791018512934
84,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",2,0.47787930730456685,37.56944360741672,52.88275326146331,0.36758626892746465,-20.929444591816676
84,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.2, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",3,0.4305607639439479,25.23579003120652,34.3369365131621,0.30139056413095755,-10.473675936701135
85,blend_direct_extra_trees,blend_direct,extra_trees,recent_only,"{""blend_weight"": 0.4, ""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20}",1,0.6836034821178869,47.54609959989259,77.13885455749715,0.4419242712888314,-24.183460824904675
