model,parameters_json,rank_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,mean_test_pr_auc,std_test_pr_auc,mean_test_accuracy,mean_test_balanced_accuracy,mean_test_precision,mean_test_recall,mean_test_f1,mean_test_mcc,mean_test_cohen_kappa,mean_test_neg_log_loss,mean_fit_time,std_fit_time,param_model__strategy,param_model__C,param_model__penalty,param_model__kernel,param_model__gamma,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__max_features,param_model__n_estimators,param_model__n_neighbors,param_model__p,param_model__weights,param_model__learning_rate,param_model__subsample,param_model__colsample_bytree,param_model__reg_lambda
random_forest,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 200}",13,0.9939393939393939,0.01212121212121211,0.9958333333333333,0.008333333333333259,0.9913043478260869,0.9916666666666666,1.0,0.9833333333333332,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.0832484048697397,0.15765752792358398,0.015619165425163676,,,,,,,,3.0,sqrt,200.0,,,,,,,
random_forest,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 500}",16,0.9924242424242424,0.015151515151515181,0.9950980392156863,0.009803921568627371,0.9913043478260869,0.9916666666666666,1.0,0.9833333333333332,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.08509695569212256,0.4117379665374756,0.02694695893756427,,,,,,,,3.0,sqrt,500.0,,,,,,,
random_forest,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",1,1.0,0.0,1.0,0.0,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.04890320141447359,0.17258067131042482,0.03185884419888244,,,,,,,,1.0,0.7,200.0,,,,,,,
random_forest,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 500}",1,1.0,0.0,1.0,0.0,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.0544287950936182,0.35198974609375,0.0222860855762306,,,,,,,,1.0,0.7,500.0,,,,,,,
random_forest,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 200}",1,1.0,4.965068306494546e-17,1.0,0.0,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.04926036928613409,0.14563384056091308,0.010936243839804679,,,,,,,,3.0,0.7,200.0,,,,,,,
random_forest,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 500}",1,1.0,0.0,1.0,0.0,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.054384403814524064,0.29615273475646975,0.01490617692501743,,,,,,,,3.0,0.7,500.0,,,,,,,
knn,"{""model__n_neighbors"": 3, ""model__p"": 1, ""model__weights"": ""uniform""}",12,0.9803030303030302,0.021878074360899426,0.9656198347107438,0.04148860937029,0.9478260869565217,0.9492424242424242,0.9651515151515152,0.9318181818181819,0.9462450592885375,0.8997620063701082,0.8958480678540262,-0.45535662691170964,0.0017290592193603515,4.284757986101258e-05,,,,,,,,,,,3.0,1.0,uniform,,,,
knn,"{""model__n_neighbors"": 3, ""model__p"": 1, ""model__weights"": ""distance""}",11,0.9856060606060606,0.022008847039899904,0.976805315896225,0.04069899804265535,0.9565217391304348,0.9575757575757574,0.9651515151515152,0.9484848484848485,0.9557312252964426,0.915151515151515,0.913076043453402,-0.4419931007740761,0.0029045581817626954,0.0012045583211390796,,,,,,,,,,,3.0,1.0,distance,,,,
knn,"{""model__n_neighbors"": 3, ""model__p"": 2, ""model__weights"": ""uniform""}",16,0.9547979797979798,0.03211541463468021,0.9271799026879242,0.05035172719700922,0.9221014492753623,0.9234848484848485,0.9315850815850816,0.9151515151515153,0.9208537549407113,0.8488867637231833,0.844464420055284,-0.8330293234406024,0.0018411636352539062,0.0008083882320641025,,,,,,,,,,,3.0,2.0,uniform,,,,
knn,"{""model__n_neighbors"": 3, ""model__p"": 2, ""model__weights"": ""distance""}",15,0.9623737373737373,0.030021843559399044,0.9466285482194573,0.05269135751582306,0.9307971014492754,0.9318181818181817,0.9315850815850816,0.9318181818181819,0.9303399209486166,0.8642762725045904,0.8616923956546598,-0.8199597686083864,0.002194976806640625,0.0007463891932721478,,,,,,,,,,,3.0,2.0,distance,,,,
knn,"{""model__n_neighbors"": 5, ""model__p"": 1, ""model__weights"": ""uniform""}",6,0.9946969696969697,0.008834775598250447,0.9920512820512821,0.012932841244018963,0.9742753623188406,0.9742424242424242,0.9525641025641025,1.0,0.9753043478260869,0.9505180205006312,0.9484843484707175,-0.16016578627697775,0.002551364898681641,0.001079702508937587,,,,,,,,,,,5.0,1.0,uniform,,,,
knn,"{""model__n_neighbors"": 5, ""model__p"": 1, ""model__weights"": ""distance""}",8,0.9924242424242424,0.011736313170325495,0.9917115208024299,0.013600351124779881,0.9655797101449277,0.9659090909090908,0.9512820512820512,0.9833333333333332,0.9666376811594202,0.9324580906864085,0.9311263579188107,-0.14583888893599967,0.0023482322692871095,0.001098782749342346,,,,,,,,,,,5.0,1.0,distance,,,,
knn,"{""model__n_neighbors"": 5, ""model__p"": 2, ""model__weights"": ""uniform""}",14,0.9772727272727273,0.024896479886598422,0.9659307359307359,0.03460702560207745,0.9134057971014492,0.9143939393939393,0.8822344322344323,0.9651515151515152,0.9192240802675584,0.8359884000570912,0.8273595262870858,-0.25797425676317703,0.002059316635131836,0.001112122823561189,,,,,,,,,,,5.0,2.0,uniform,,,,
knn,"{""model__n_neighbors"": 5, ""model__p"": 2, ""model__weights"": ""distance""}",13,0.9787878787878788,0.025080220238252772,0.9809665334665334,0.023810641359064487,0.9134057971014492,0.9143939393939393,0.8822344322344323,0.9651515151515152,0.9192240802675584,0.8359884000570912,0.8273595262870858,-0.23795213701992615,0.0019308090209960937,0.0005270839102813093,,,,,,,,,,,5.0,2.0,distance,,,,
knn,"{""model__n_neighbors"": 9, ""model__p"": 1, ""model__weights"": ""uniform""}",1,0.9984848484848484,0.0018556740475630122,0.9972027972027971,0.0034456283214672617,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.2012048168064043,0.0027791976928710936,0.0010935087444642261,,,,,,,,,,,9.0,1.0,uniform,,,,
knn,"{""model__n_neighbors"": 9, ""model__p"": 1, ""model__weights"": ""distance""}",4,0.9969696969696968,0.0037113480951260513,0.9972027972027971,0.0034456283214672387,0.9739130434782609,0.9742424242424242,0.9818181818181818,0.9651515151515152,0.9731225296442687,0.9484848484848485,0.9477930245854773,-0.16777135110755004,0.0016345500946044922,0.00029540377146445565,,,,,,,,,,,9.0,1.0,distance,,,,
knn,"{""model__n_neighbors"": 9, ""model__p"": 2, ""model__weights"": ""uniform""}",10,0.9901515151515152,0.009153822707268607,0.9886913086913086,0.008083142557750765,0.9394927536231883,0.9393939393939394,0.9328671328671329,0.9469696969696969,0.9389407114624506,0.8808210508036612,0.8787873787737478,-0.2935285780819528,0.0026146411895751954,0.0013593534474511542,,,,,,,,,,,9.0,2.0,uniform,,,,
knn,"{""model__n_neighbors"": 9, ""model__p"": 2, ""model__weights"": ""distance""}",8,0.9924242424242424,0.011736313170325493,0.9936363636363638,0.00940859072500605,0.9481884057971014,0.9484848484848485,0.9343822843822844,0.9651515151515152,0.9484268774703557,0.8990028689854797,0.896277373056195,-0.25917776163888445,0.0026239395141601563,0.0017805404027082384,,,,,,,,,,,9.0,2.0,distance,,,,
knn,"{""model__n_neighbors"": 15, ""model__p"": 1, ""model__weights"": ""uniform""}",6,0.9946969696969697,0.010606060606060641,0.9950980392156863,0.009803921568627461,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.2631994141408557,0.0014966487884521484,5.2609770184404924e-05,,,,,,,,,,,15.0,1.0,uniform,,,,
knn,"{""model__n_neighbors"": 15, ""model__p"": 1, ""model__weights"": ""distance""}",4,0.9969696969696968,0.0060606060606061,0.9976190476190476,0.004761904761904701,0.9913043478260869,0.9916666666666666,1.0,0.9833333333333332,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.20806599846913393,0.0021451473236083984,0.001318718266493844,,,,,,,,,,,15.0,1.0,distance,,,,
knn,"{""model__n_neighbors"": 15, ""model__p"": 2, ""model__weights"": ""uniform""}",1,0.9984848484848484,0.0030303030303030277,0.9976190476190476,0.004761904761904789,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.3239759087555845,0.0019078254699707031,0.0009283276142678774,,,,,,,,,,,15.0,2.0,uniform,,,,
knn,"{""model__n_neighbors"": 15, ""model__p"": 2, ""model__weights"": ""distance""}",1,0.9984848484848484,0.0030303030303030277,0.9987179487179487,0.0025641025641025108,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.2810106807618837,0.0014458179473876953,0.00011080759898620138,,,,,,,,,,,15.0,2.0,distance,,,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__n_estimators"": 50, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666698,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.14843518416475923,0.013040828704833984,0.0022604996125070677,,,,,,,1,,,50.0,,,,0.03,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__n_estimators"": 50, ""model__subsample"": 1.0}",13,0.9833333333333332,0.020412414523193187,0.9753623188405797,0.03315959764825379,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.15366723991142295,0.018300485610961915,0.009900277287348007,,,,,,,1,,,50.0,,,,0.03,1.0,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666698,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.07402669382468055,0.03669896125793457,0.004397819954193014,,,,,,,1,,,100.0,,,,0.03,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__subsample"": 1.0}",13,0.9833333333333332,0.020412414523193187,0.9753623188405797,0.03315959764825379,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.08911218756736622,0.02712836265563965,0.00469882221473425,,,,,,,1,,,100.0,,,,0.03,1.0,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666698,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.09269685529118377,0.05639810562133789,0.008099219523962926,,,,,,,1,,,200.0,,,,0.03,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__subsample"": 1.0}",13,0.9833333333333332,0.020412414523193187,0.9753623188405797,0.03315959764825379,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.11797606508071035,0.05554327964782715,0.007379439330993701,,,,,,,1,,,200.0,,,,0.03,1.0,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 50, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666698,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.14929066976037436,0.017848920822143555,0.0033714958042975977,,,,,,,2,,,50.0,,,,0.03,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 50, ""model__subsample"": 1.0}",13,0.9833333333333332,0.020412414523193187,0.9753623188405797,0.03315959764825379,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.15366723991142295,0.01827073097229004,0.006785419513317244,,,,,,,2,,,50.0,,,,0.03,1.0,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666698,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.07562247078542705,0.037438154220581055,0.0023780980016330964,,,,,,,2,,,100.0,,,,0.03,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 1.0}",13,0.9833333333333332,0.020412414523193187,0.9753623188405797,0.03315959764825379,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.08911218756736622,0.03178071975708008,0.0053027810543456715,,,,,,,2,,,100.0,,,,0.03,1.0,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666698,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.0950212207608233,0.07845253944396972,0.009915411606748373,,,,,,,2,,,200.0,,,,0.03,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__subsample"": 1.0}",13,0.9833333333333332,0.020412414523193187,0.9753623188405797,0.03315959764825379,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.11797606508071035,0.056433916091918945,0.0038275715154417415,,,,,,,2,,,200.0,,,,0.03,1.0,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 50, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666698,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.0845077992888274,0.015436267852783203,0.0029018360140479166,,,,,,,1,,,50.0,,,,0.1,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 50, ""model__subsample"": 1.0}",13,0.9833333333333332,0.020412414523193187,0.9753623188405797,0.03315959764825379,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.10300946490706457,0.01348423957824707,0.003022205513612586,,,,,,,1,,,50.0,,,,0.1,1.0,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666698,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.1369986883095272,0.03212881088256836,0.007348982228997052,,,,,,,1,,,100.0,,,,0.1,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__subsample"": 1.0}",13,0.9833333333333332,0.020412414523193187,0.9753623188405797,0.03315959764825379,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.1867900831753949,0.02938709259033203,0.006692229195799602,,,,,,,1,,,100.0,,,,0.1,1.0,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666684,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.26260220971825,0.056024026870727536,0.005326710534726684,,,,,,,1,,,200.0,,,,0.1,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__subsample"": 1.0}",13,0.9833333333333332,0.020412414523193187,0.9753623188405797,0.03315959764825379,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.3137344009231401,0.05659489631652832,0.004626792986447939,,,,,,,1,,,200.0,,,,0.1,1.0,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 50, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666698,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.08560555925744846,0.01846027374267578,0.0027866185567628344,,,,,,,2,,,50.0,,,,0.1,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 50, ""model__subsample"": 1.0}",23,0.9825757575757577,0.021373842393433193,0.9739849083722601,0.0356208361227724,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.10300946490706457,0.016742753982543945,0.0036581964511930272,,,,,,,2,,,50.0,,,,0.1,1.0,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666698,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.12405298338605386,0.037037086486816403,0.005291602762426058,,,,,,,2,,,100.0,,,,0.1,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 1.0}",23,0.9825757575757577,0.021373842393433193,0.9739849083722601,0.0356208361227724,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.1867900831753949,0.030941104888916014,0.0019769560962665644,,,,,,,2,,,100.0,,,,0.1,1.0,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__subsample"": 0.8}",1,0.9916666666666666,0.016666666666666698,0.9920289855072465,0.015942028985507273,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.214496464673186,0.0698361873626709,0.012470903121440412,,,,,,,2,,,200.0,,,,0.1,0.8,,
gradient_boosting,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__subsample"": 1.0}",13,0.9833333333333332,0.020412414523193187,0.9753623188405797,0.03315959764825379,0.9826086956521738,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9826086956521738,0.9666666666666666,0.9652830188679247,-0.3137344009231401,0.050680017471313475,0.011053022962308675,,,,,,,2,,,200.0,,,,0.1,1.0,,
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8}",1,1.0,0.0,1.0,4.965068306494546e-17,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.06766527444124222,0.02093019485473633,0.005685866479785249,,,,,,,2,,,100.0,,,,0.03,0.8,0.8,1.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__reg_lambda"": 1.0, ""model__subsample"": 1.0}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.06975905373692512,0.01293649673461914,0.004154946287509789,,,,,,,2,,,100.0,,,,0.03,1.0,0.8,1.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.8}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.1203700691461563,0.014135265350341797,0.00656153627553585,,,,,,,2,,,100.0,,,,0.03,0.8,0.8,5.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__reg_lambda"": 5.0, ""model__subsample"": 1.0}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.11164836287498474,0.01562919616699219,0.0026840942310404083,,,,,,,2,,,100.0,,,,0.03,1.0,0.8,5.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 300, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8}",1,1.0,0.0,1.0,4.965068306494546e-17,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.048308510705828665,0.027305793762207032,0.0018580307345994122,,,,,,,2,,,300.0,,,,0.03,0.8,0.8,1.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 300, ""model__reg_lambda"": 1.0, ""model__subsample"": 1.0}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.054750659689307216,0.025107908248901366,0.004768538761546112,,,,,,,2,,,300.0,,,,0.03,1.0,0.8,1.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 300, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.8}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.04851116202771664,0.03483734130859375,0.007061454099418807,,,,,,,2,,,300.0,,,,0.03,0.8,0.8,5.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 300, ""model__reg_lambda"": 5.0, ""model__subsample"": 1.0}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.054643554612994194,0.03155741691589355,0.007136651902590488,,,,,,,2,,,300.0,,,,0.03,1.0,0.8,5.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8}",1,1.0,0.0,1.0,4.965068306494546e-17,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.06766527444124222,0.013072824478149414,0.003826420605391913,,,,,,,3,,,100.0,,,,0.03,0.8,0.8,1.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__reg_lambda"": 1.0, ""model__subsample"": 1.0}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.06975905373692512,0.011635780334472656,0.005591597326406451,,,,,,,3,,,100.0,,,,0.03,1.0,0.8,1.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.8}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.12037546783685685,0.015580844879150391,0.006111494588542471,,,,,,,3,,,100.0,,,,0.03,0.8,0.8,5.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__reg_lambda"": 5.0, ""model__subsample"": 1.0}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.11164836287498474,0.014698362350463868,0.00392172990156566,,,,,,,3,,,100.0,,,,0.03,1.0,0.8,5.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8}",1,1.0,0.0,1.0,4.965068306494546e-17,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.048308510705828665,0.02431201934814453,0.003836927125809796,,,,,,,3,,,300.0,,,,0.03,0.8,0.8,1.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 1.0, ""model__subsample"": 1.0}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.054750659689307216,0.026199197769165038,0.004630243381803601,,,,,,,3,,,300.0,,,,0.03,1.0,0.8,1.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.8}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.04853769242763519,0.02565617561340332,0.004192543934931796,,,,,,,3,,,300.0,,,,0.03,0.8,0.8,5.0
xgboost,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 5.0, ""model__subsample"": 1.0}",1,1.0,0.0,1.0,0.0,0.9913043478260869,0.9916666666666666,0.9833333333333332,1.0,0.9913043478260869,0.9833333333333332,0.9826415094339623,-0.054643554612994194,0.027979421615600585,0.003255236152828695,,,,,,,3,,,300.0,,,,0.03,1.0,0.8,5.0
