,count,mean,std,min,25%,50%,75%,max
repo_id,11128.0,187809802.7900791,253511624.51826808,576201.0,22670857.0,65750241.0,265612440.0,1147094660.0
daily_new_stars,11128.0,19.46135873472322,89.90607492423518,1.0,2.0,3.0,7.0,1500.0
cumulative_stars,11128.0,671.6653486700216,477.8154297966728,1.0,222.0,625.0,1106.0,1500.0
daily_growth_rate,10983.0,1.883099119123059,34.19494080636928,-0.9992307692307691,-0.41213235294117645,0.0,0.6666666666666667,1492.0
